,Song,Artist,Year,SongID,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,artist_popularity,artist_genres,top_genre,genre_code,top10,top5
647,H.O.L.Y.,Florida Georgia Line,2016,0BCy325UZyR9z0t0uxwn2N,0.401,0.523,194187,0.666,0.0,7,0.0728,-4.081,0.0327,78.077,4,0.564,83,"contemporary country,country,country pop,country road,modern country rock",contemporary country,12,0,0
648,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,2016,37FXw5QGFN7uwwsLy8uAc0,0.621,0.728,217707,0.563,0.0,1,0.179,-8.053,0.134,100.017,4,0.352,83,"dance pop,pop,post-teen pop,viral pop",pop,36,0,0
649,Into You,Ariana Grande,2016,2meEiZKWkiN28gITzFwQo5,0.0162,0.623,244453,0.734,1.75e-06,9,0.145,-5.948,0.107,107.853,4,0.37,96,"pop,post-teen pop",pop,36,0,0
650,Gold,Kiiara,2016,6WhzFzROw3aq3rPWjgYlxr,0.615,0.6,225882,0.412,0.0025,8,0.134,-9.343,0.344,113.049,5,0.408,70,"alt z,dance pop,electropop,indie poptimism,pop",pop,36,0,0
651,Exchange,Bryson Tiller,2016,43PuMrRfbyyuz4QpZ3oAwN,0.107,0.525,194613,0.433,0.0,6,0.135,-10.598,0.185,160.108,4,0.276,81,"kentucky hip hop,pop,pop rap,r&b,rap,trap",pop,36,0,0
652,679,Fetty Wap Featuring Remy Boyz,2016,5NQbUaeTEOGdD6hHcre0dZ,0.00256,0.618,196693,0.717,0.0,7,0.625,-5.738,0.318,190.05,4,0.603,77,"new jersey rap,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
653,Oui,Jeremih,2016,0PJIbOdMs3bd5AT8liULMQ,0.213,0.418,238320,0.724,0.0,5,0.112,-3.724,0.0964,78.521,5,0.604,81,"chicago rap,dance pop,hip hop,pop,pop rap,post-teen pop,r&b,southern hip hop,trap,urban contemporary",pop,36,0,0
654,Hands To Myself,Selena Gomez,2016,1LoriJC05IrHIDwj3q0KC1,0.0147,0.811,200680,0.499,2.44e-06,5,0.342,-7.161,0.118,111.016,4,0.466,89,"dance pop,pop,post-teen pop",pop,36,0,0
655,2 Phones,Kevin Gates,2016,0wdKiSBUT7aZkXUIdJWcwC,0.157,0.895,240000,0.681,0.0,7,0.189,-5.267,0.358,121.918,4,0.554,82,"baton rouge rap,rap,southern hip hop,trap",rap,42,0,0
656,Starboy,The Weeknd Featuring Daft Punk,2016,7MXVkk9YMctZqd1Srtv4MB,0.141,0.679,230453,0.587,6.35e-06,7,0.137,-7.015,0.276,186.003,4,0.486,97,"canadian contemporary r&b,canadian pop,pop",pop,36,0,0
657,For Free,DJ Khaled Featuring Drake,2016,20bLudc6r1NChyZcrjRd7T,0.0173,0.916,183695,0.571,1.11e-06,10,0.153,-8.241,0.201,103.521,4,0.498,84,"dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap",pop,36,0,0
658,Never Be Like You,Flume Featuring Kai,2016,1mUo8IwNYhm4q2489xqk6m,0.453,0.444,234910,0.557,0.0,0,0.152,-5.476,0.0602,115.058,4,0.296,77,"australian dance,australian electropop,australian indie,downtempo,edm",edm,16,0,0
659,In The Night,The Weeknd,2016,25KybV9BOUlvcnv7nN3Pyo,0.0796,0.505,235653,0.68,0.0,7,0.0465,-4.993,0.0714,168.022,3,0.539,97,"canadian contemporary r&b,canadian pop,pop",pop,36,0,0
660,Me Too,Meghan Trainor,2016,3KwwE4sgCzMaKWq6QBebmX,0.0971,0.934,181240,0.694,1.2e-06,11,0.477,-5.849,0.101,123.831,4,0.833,80,"dance pop,hip pop,pop,post-teen pop",pop,36,0,0
661,Ex's & Oh's,Elle King,2016,637kmONo6eMUOd10n9z4xb,0.0208,0.627,201853,0.896,0.0,7,0.0486,-3.936,0.0817,139.995,4,0.461,71,modern blues rock,modern blues rock,33,0,0
662,Die A Happy Man,Thomas Rhett,2016,5kNe7PE09d6Kvw5pAsx23n,0.418,0.595,227427,0.389,1.39e-06,2,0.116,-9.245,0.0349,166.052,4,0.4,81,"contemporary country,country,country road,modern country rock",contemporary country,12,0,0
663,White Iverson,Post Malone,2016,6eT7xZZlB2mwyzJ2sUKG6w,0.233,0.675,256533,0.562,0.0,7,0.0816,-7.678,0.0352,130.098,4,0.309,93,"dfw rap,melodic rap,rap",rap,42,0,0
664,Close,Nick Jonas Featuring Tove Lo,2016,3lSDIJ2abCrOdDJ6pshUap,0.253,0.654,234213,0.623,0.0,6,0.144,-5.273,0.082,123.996,4,0.401,76,"dance pop,pop,post-teen pop,viral pop",pop,36,0,0
665,Unsteady,X Ambassadors,2016,7lGKEWMXVWWTt3X71Bv44I,0.178,0.389,193547,0.665,0.000732,0,0.116,-6.169,0.0644,117.055,4,0.199,78,"modern alternative rock,modern rock,pop,pop rock,rock,stomp pop",pop,36,0,0
666,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",2016,7qUJQSNX9QNf46CC6FgH66,0.255,0.502,243491,0.786,0.0,9,0.65,-4.378,0.317,169.021,4,0.739,90,"hip hop,new orleans rap,pop rap,rap,trap",pop rap,38,0,0
667,Down In The DM,Yo Gotti Featuring Nicki Minaj,2016,5w1vhNA2OEWUQ371QzyMmM,0.00243,0.791,259072,0.634,5.43e-05,1,0.0812,-7.684,0.0639,152.961,4,0.323,75,"dirty south rap,gangster rap,hip hop,memphis hip hop,pop rap,rap,southern hip hop,tennessee hip hop,trap",pop rap,38,0,0
668,Luv,Tory Lanez,2016,16Ah4QqH4mgYVXqfC4mdSd,0.0108,0.539,228640,0.528,0.0,11,0.117,-8.113,0.252,190.169,4,0.252,85,"canadian hip hop,hip hop,melodic rap,pop rap,r&b,rap,toronto rap,trap",pop rap,38,0,0
669,Sorry,Beyonce,2016,0lnIJmgcUpEpe4AZACjayW,0.00175,0.775,232560,0.598,4.44e-06,2,0.253,-7.274,0.0535,129.988,4,0.356,88,"dance pop,pop,post-teen pop,r&b",pop,36,0,0
670,Can't Feel My Face,The Weeknd,2016,22VdIZQfgXJea34mQxlt81,0.113,0.705,213520,0.769,0.0,9,0.105,-5.526,0.0425,107.949,4,0.583,97,"canadian contemporary r&b,canadian pop,pop",pop,36,0,0
671,Hymn For The Weekend,Coldplay,2016,6s3GEN8wK0OMzzzZbXj0fu,0.00868,0.565,212647,0.849,4.68e-06,0,0.12,-3.516,0.0517,102.034,4,0.427,89,"permanent wave,pop",pop,36,0,0
672,Say It,Tory Lanez,2016,2Gyc6e2cLxA5hoX1NOvYnU,0.0862,0.546,237787,0.529,6.5e-06,11,0.124,-10.511,0.0583,107.331,4,0.247,85,"canadian hip hop,hip hop,melodic rap,pop rap,r&b,rap,toronto rap,trap",pop rap,38,0,0
673,Antidote,Travis Scott,2016,1wHZx0LgzFHyeIZkUydNXq,0.00767,0.713,262693,0.526,0.000148,1,0.124,-5.046,0.032,131.05,4,0.131,95,"rap,slap house",rap,42,0,0
674,Lost Boy,Ruth B,2016,4h0zU3O9R5xzuTmNO7dNDU,0.965,0.71,275280,0.0565,0.0,7,0.0889,-15.099,0.0534,123.994,4,0.348,74,"alt z,canadian contemporary r&b,canadian pop,indie cafe pop,pop,post-teen pop",pop,36,0,0
675,Side To Side,Ariana Grande Featuring Nicki Minaj,2016,1pKeFVVUOPjFsOABub0OaV,0.0528,0.65,226160,0.736,0.0,6,0.235,-5.84,0.229,159.173,4,0.613,96,"pop,post-teen pop",pop,36,0,0
676,"Sit Still, Look Pretty",Daya,2016,0EGuSSpuu9wmHCtvb4PdLO,0.14,0.655,202221,0.74,0.0,2,0.106,-4.081,0.274,182.105,4,0.543,77,"alt z,dance pop,electropop,indie poptimism,pop,pop dance,post-teen pop,tropical house",pop,36,0,0
677,Wildest Dreams,Taylor Swift,2016,106R7Z57WYzBAfrXImV30y,0.0692,0.55,220440,0.688,0.00144,8,0.106,-7.416,0.0897,139.997,4,0.465,98,"pop,post-teen pop",pop,36,0,0
678,Middle,DJ Snake Featuring Bipolar Sunshine,2016,0g5EKLgdKvNlln7TNqBByK,0.0141,0.583,220573,0.695,0.0,9,0.0527,-5.336,0.0423,104.879,4,0.224,83,"dance pop,edm,electronic trap,pop,pop dance",pop,36,0,0
679,On My Mind,Ellie Goulding,2016,6YAuDfyjCy0vbKIqa71o8v,0.258,0.702,213445,0.705,5.93e-06,0,0.0879,-6.666,0.0543,154.911,4,0.743,83,"dance pop,edm,electropop,indietronica,metropopolis,pop,post-teen pop,uk pop",pop,36,0,0
680,Pop Style,Drake Featuring The Throne,2016,23NWj2izXAJ4yL6Nah73wf,0.179,0.789,209453,0.488,7.94e-06,4,0.104,-9.093,0.227,133.114,4,0.0644,99,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",pop rap,38,0,0
681,When We Were Young,Adele,2016,0cj2joJcY6b4XSRfj2eZOl,0.303,0.377,290900,0.595,0.0,3,0.095,-5.936,0.0489,144.464,4,0.264,85,"british soul,pop,pop soul,uk pop",pop,36,0,0
682,Hide Away,Daya,2016,0uyZ5ckiIUbFZd3P6RWmrj,0.23,0.885,192376,0.8,1.99e-06,11,0.0734,-4.714,0.0846,95.018,4,0.464,77,"alt z,dance pop,electropop,indie poptimism,pop,pop dance,post-teen pop,tropical house",pop,36,0,0
683,Lean On,Major Lazer & DJ Snake Featuring MO,2016,1Lim1Py7xBgbAkAys3AGAG,0.00346,0.723,176561,0.809,0.00123,7,0.565,-3.081,0.0625,98.007,4,0.274,83,"dance pop,edm,electro house,moombahton,pop,pop dance,pop rap",pop,36,0,0
684,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,2016,2GyA33q5rti5IxkMQemRDH,0.102,0.687,223853,0.761,0.0,9,0.147,-4.582,0.0876,113.939,4,0.743,89,"canadian pop,pop,post-teen pop,viral pop",pop,36,0,0
685,Watch Me,Silento,2016,5RIVoVdkDLEygELLCniZFr,0.247,0.821,185143,0.759,0.0,8,0.321,-8.541,0.121,140.01,4,0.962,55,"chicago bop,pinoy hip hop",chicago bop,9,0,0
686,Back To Sleep,Chris Brown,2016,3FQdtOMXdfDcDDjY1OHAqz,0.044,0.64,201647,0.639,0.0,9,0.0906,-5.473,0.22,92.936,4,0.702,91,"dance pop,pop,pop rap,r&b,rap",pop,36,0,0
687,No Limit,Usher Featuring Young Thug,2016,1CDBn2Lm7E63XKQDsdCq6O,0.0799,0.717,228613,0.523,0.0,10,0.206,-6.506,0.0611,127.047,4,0.282,84,"atl hip hop,dance pop,pop,r&b,south carolina hip hop,urban contemporary",pop,36,0,0
688,Cut It,O.T. Genasis Featuring Young Dolph,2016,376KnY4TrgBITxjlnbnmIy,0.135,0.875,222600,0.673,0.0,7,0.292,-4.184,0.0932,130.0,4,0.231,63,"gangster rap,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
689,Really Really,Kevin Gates,2016,10I3CmmwT0BkOVhduDy53o,0.00427,0.762,232093,0.666,0.0,0,0.127,-6.055,0.0916,118.97,4,0.278,82,"baton rouge rap,rap,southern hip hop,trap",rap,42,0,0
690,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,2016,7nD9nN3jord9wWcfW3Gkcm,0.023,0.689,210573,0.791,0.0,0,0.0526,-5.194,0.053,95.04,4,0.755,75,"dance pop,girl group,pop,post-teen pop,talent show",pop,36,0,0
691,Starving,Hailee Steinfeld & Grey Featuring Zedd,2016,4Ce37cRWvM1vIGGynKcs22,0.378,0.728,181880,0.616,0.0,4,0.105,-4.238,0.0645,99.962,4,0.508,78,"dance pop,pop,post-teen pop",pop,36,0,0
692,Adventure Of A Lifetime,Coldplay,2016,4MFCXniy7I8tj0GXtf3wgC,0.00205,0.638,263787,0.924,0.000175,7,0.149,-3.887,0.036,111.995,4,0.53,89,"permanent wave,pop",pop,36,0,0
693,Humble And Kind,Tim McGraw,2016,5RzOgZenJEhvVZaumndAON,0.675,0.476,257347,0.48,2.45e-06,11,0.122,-7.31,0.026,151.478,3,0.148,77,"contemporary country,country,country road",contemporary country,12,0,0
694,Wicked,Future,2016,6BbINUfGabVyiNFJpQXn3x,0.00191,0.718,173347,0.679,0.0104,11,0.385,-5.899,0.0706,157.97,4,0.205,91,"atl hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
695,Tiimmy Turner,Desiigner,2016,3NJG6vMH1ZsectZkocMEm0,0.174,0.603,239853,0.725,0.0,6,0.0786,-3.054,0.0393,122.803,4,0.304,71,"pop rap,rap,trap,viral trap",pop rap,38,0,0
696,See You Again,Wiz Khalifa Featuring Charlie Puth,2016,4Aep3WGBQlpbKXkW7kfqcU,0.369,0.689,229526,0.481,1.03e-06,10,0.0649,-7.503,0.0815,80.025,4,0.283,88,"hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
697,Perfect,One Direction,2016,3DnzEB8Ffnp5sjnCbOugUX,0.0598,0.647,230333,0.823,0.0,2,0.119,-5.231,0.0762,99.933,4,0.396,91,"boy band,pop,post-teen pop,talent show",pop,36,0,0
698,Shape Of You,Ed Sheeran,2017,0FE9t6xYkqWXU2ahLh6D8X,0.581,0.825,233713,0.652,0.0,1,0.0931,-3.183,0.0802,95.977,4,0.931,93,"pop,uk pop",pop,36,0,0
699,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,2017,5CtI0qwDJkDQGwXD1H1cLb,0.229,0.694,228827,0.815,0.0,2,0.0924,-4.328,0.12,88.931,4,0.813,81,"latin,latin pop,puerto rican pop",latin,27,0,0
700,That's What I Like,Bruno Mars,2017,0KKkJNfGyhkQ5aFogxQAPU,0.013,0.853,206693,0.56,0.0,1,0.0944,-4.961,0.0406,134.066,4,0.86,94,"dance pop,pop",pop,36,1,1
701,Humble.,Kendrick Lamar,2017,7ujx3NYtwO2LkmKGz59mXp,0.000243,0.906,177000,0.625,3.23e-05,1,0.0975,-6.779,0.0903,150.018,4,0.423,89,"conscious hip hop,hip hop,rap,west coast rap",rap,42,1,1
702,Something Just Like This,The Chainsmokers & Coldplay,2017,1dNIEtp7AY3oDAKCGg2XkH,0.0306,0.607,247627,0.649,2.46e-05,11,0.174,-6.695,0.0362,102.996,4,0.505,85,"dance pop,edm,electropop,pop,pop dance,tropical house",pop,36,1,1
703,Bad And Boujee,Migos Featuring Lil Uzi Vert,2017,1FvU97lrWOG2NRxErh6OZz,0.0633,0.897,334467,0.661,0.0,8,0.116,-6.2,0.27,127.081,4,0.193,83,"atl hip hop,hip hop,pop rap,rap,trap",pop rap,38,1,1
704,Closer,The Chainsmokers Featuring Halsey,2017,7BKLCZ1jbUBVqRi2FVlTVw,0.414,0.748,244960,0.524,0.0,8,0.111,-5.599,0.0338,95.01,4,0.661,85,"dance pop,edm,electropop,pop,pop dance,tropical house",pop,36,1,1
705,Body Like A Back Road,Sam Hunt,2017,1W0z9ZFfzkpvAQ23Sd7Cti,0.484,0.731,165387,0.466,1.42e-06,5,0.105,-7.219,0.0327,98.959,4,0.653,77,"contemporary country,country pop",contemporary country,12,1,0
706,Believer,Imagine Dragons,2017,0CcQNd8CINkwQfe1RDtGV6,0.0524,0.779,204347,0.787,0.0,10,0.14,-4.305,0.108,124.982,4,0.708,90,"modern rock,rock",modern rock,34,1,0
707,Congratulations,Post Malone Featuring Quavo,2017,6syOdAs4IK8kPWR7gDyjRw,0.199,0.629,220293,0.817,0.0,6,0.317,-4.261,0.0357,123.087,4,0.466,93,"dfw rap,melodic rap,rap",rap,42,1,0
708,Say You Won't Let Go,James Arthur,2017,5uCax9HTNlzGybIStD3vDh,0.695,0.358,211467,0.557,0.0,10,0.0902,-7.398,0.059,85.043,4,0.494,86,"pop,post-teen pop,talent show,uk pop",pop,36,1,0
709,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",2017,3DXncPQOG4VBw3QHh3S817,0.0552,0.609,288600,0.668,0.0,7,0.167,-4.284,0.0367,80.924,4,0.811,84,"dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap",pop,36,1,0
710,XO TOUR Llif3,Lil Uzi Vert,2017,2eMwDehkIC1j68U6FA3Eiq,0.00264,0.732,182707,0.75,0.0,11,0.109,-6.366,0.231,155.096,4,0.401,91,"melodic rap,philly rap,rap,trap",rap,42,1,0
711,Mask Off,Future,2017,0VgkVdmE4gld66l8iyGjgx,0.0102,0.833,204600,0.434,0.0219,2,0.165,-8.795,0.431,150.062,4,0.281,91,"atl hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
712,Unforgettable,French Montana Featuring Swae Lee,2017,3B54sVLJ402zGa6Xm4YGNe,0.0293,0.726,233902,0.769,0.0101,6,0.104,-5.043,0.123,97.985,4,0.733,81,"hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
713,24K Magic,Bruno Mars,2017,6b8Be6ljOzmkOmFslEb23P,0.034,0.818,225983,0.803,0.0,1,0.153,-4.282,0.0797,106.97,4,0.632,94,"dance pop,pop",pop,36,0,0
714,Stay,Zedd & Alessia Cara,2017,0dA2Mk56wEzDgegdC6R17g,0.232,0.679,210091,0.634,0.0,5,0.115,-5.024,0.0654,102.013,4,0.498,81,"complextro,dance pop,edm,electro house,electropop,german techno,pop,pop dance,post-teen pop,tropical house",pop,36,0,0
715,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2017,1OAh8uOEOvTDqkKFsKksCi,0.0329,0.671,204173,0.672,0.0,0,0.118,-3.094,0.0688,97.979,4,0.632,84,"dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap",pop,36,0,0
716,Black Beatles,Rae Sremmurd Featuring Gucci Mane,2017,21xJVN5wEbJogczYxfZhqR,0.158,0.794,291893,0.647,0.0,0,0.139,-6.232,0.0628,145.945,4,0.345,77,"hip hop,melodic rap,mississippi hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
717,Starboy,The Weeknd Featuring Daft Punk,2017,5aAx2yezTd8zXrkmtKl66Z,0.165,0.681,230453,0.594,3.49e-06,7,0.134,-7.028,0.282,186.054,4,0.535,97,"canadian contemporary r&b,canadian pop,pop",pop,36,0,0
718,Location,Khalid,2017,1WIfWj5skn5UUZTs4cEFBe,0.283,0.799,217566,0.436,0.000105,1,0.0968,-9.975,0.379,80.028,4,0.311,92,"alternative r&b,pop",pop,36,0,0
719,Attention,Charlie Puth,2017,4iLqG9SeJSnt0cSPICSjxv,0.0969,0.774,211475,0.626,3.12e-05,3,0.0848,-4.432,0.0432,100.041,4,0.777,83,"dance pop,pop,post-teen pop,viral pop",pop,36,0,0
720,There's Nothing Holdin' Me Back,Shawn Mendes,2017,79cuOz3SPQTuFrp8WgftAu,0.381,0.857,199440,0.8,0.0,2,0.0913,-4.035,0.0583,121.996,4,0.966,89,"canadian pop,pop,post-teen pop,viral pop",pop,36,0,0
721,Bodak Yellow (Money Moves),Cardi B,2017,2771LMNxwf62FTAdpJMQfM,0.0672,0.929,223962,0.723,0.0,11,0.346,-5.792,0.109,125.022,4,0.458,90,"pop,pop rap,post-teen pop,rap",pop,36,0,0
722,Redbone,Childish Gambino,2017,2Uvy6SkNqxvnH1W68dymxG,0.192,0.745,326933,0.359,0.00628,1,0.138,-10.429,0.112,160.123,4,0.55,81,"atl hip hop,hip hop,pop rap,rap",pop rap,38,0,0
723,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2017,3NdDpSvN911VPGivFlV5d0,0.0631,0.735,245200,0.451,1.3e-05,0,0.325,-8.374,0.0585,117.973,4,0.0862,84,"dance pop,pop,post-teen pop,uk pop",pop,36,0,0
724,It Ain't Me,Kygo x Selena Gomez,2017,3eR23VReFzcdmS7TYCrhCe,0.119,0.64,220781,0.533,0.0,0,0.0864,-6.596,0.0706,99.968,4,0.515,87,"edm,pop,pop dance,tropical house",pop,36,0,0
725,iSpy,KYLE Featuring Lil Yachty,2017,2EEeOnHehOozLq4aS0n6SL,0.378,0.746,253107,0.653,0.0,7,0.229,-6.745,0.289,75.016,4,0.672,73,"pop,pop rap,rap,social media pop",pop,36,0,0
726,Issues,Julia Michaels,2017,1sXUWdKx03aP9Gmzft58rt,0.368,0.683,176347,0.427,0.0,8,0.0604,-6.827,0.0777,113.634,4,0.426,83,"alt z,dance pop,electropop,pop,post-teen pop",pop,36,0,0
727,Scars To Your Beautiful,Alessia Cara,2017,42ydLwx4i5V49RXHOozJZq,0.0285,0.319,230227,0.739,0.0,0,0.111,-5.74,0.272,194.169,4,0.449,81,"canadian contemporary r&b,canadian pop,dance pop,electropop,pop,post-teen pop",pop,36,0,0
728,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2017,5aFQU3VPCQ3YGfKBA4tLfj,0.568,0.627,250173,0.572,1.52e-06,5,0.198,-7.738,0.0373,100.041,4,0.361,83,"conscious hip hop,dmv rap,hip hop,pop rap,rap",pop rap,38,0,0
729,Slow Hands,Niall Horan,2017,167NczpNbRF7oWakJaY3Hh,0.0142,0.728,188174,0.426,0.0,0,0.0546,-6.69,0.0509,85.908,4,0.844,82,"dance pop,pop,post-teen pop",pop,36,0,0
730,Love On The Brain,Rihanna,2017,26QRPeQOgmIGLCQKgoUJkG,0.0717,0.509,224000,0.637,1.08e-05,4,0.0789,-4.83,0.0471,172.006,3,0.378,92,"barbadian pop,dance pop,pop,post-teen pop,urban contemporary",pop,36,0,0
731,I Feel It Coming,The Weeknd Featuring Daft Punk,2017,4RepvCWqsP6zBuzvwYibAS,0.429,0.769,269187,0.813,0.0,0,0.0952,-5.9,0.143,92.985,4,0.567,97,"canadian contemporary r&b,canadian pop,pop",pop,36,0,0
732,Bounce Back,Big Sean,2017,0PyWKgNmGiYTFe6MXN5U4K,0.11,0.684,222360,0.549,0.0,9,0.125,-5.695,0.248,81.441,4,0.277,86,"detroit hip hop,hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
733,Strip That Down,Liam Payne Featuring Quavo,2017,6EpRaXYhGOB3fj4V2uDkMJ,0.246,0.869,204502,0.485,0.0,6,0.0765,-5.595,0.0545,106.028,4,0.527,75,"dance pop,pop,post-teen pop",pop,36,0,0
734,Fake Love,Drake,2017,5o2r7507gCOYdRMeR3noqZ,0.105,0.928,210937,0.481,0.0,9,0.176,-9.35,0.287,134.007,4,0.613,99,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",pop rap,38,0,0
735,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2017,2QbFClFyhMMtiurUjuQlAe,0.341,0.775,214265,0.617,0.0,7,0.0985,-6.166,0.0701,100.048,4,0.485,91,"pop,pop rock",pop,36,0,0
736,Look What You Made Me Do,Taylor Swift,2017,6uFsE1JgZ20EXyU0JQZbUR,0.213,0.773,211859,0.68,1.57e-05,9,0.122,-6.378,0.141,128.062,4,0.497,98,"pop,post-teen pop",pop,36,0,0
737,Castle On The Hill,Ed Sheeran,2017,66qlqxhEMpSHOzjRK4il0b,0.0232,0.461,261154,0.834,1.14e-05,2,0.14,-4.868,0.0989,135.007,4,0.471,93,"pop,uk pop",pop,36,0,0
738,Bad Things,Machine Gun Kelly x Camila Cabello,2017,6TXglvsCOo7dQrEgRiIdO0,0.206,0.678,239293,0.696,0.0,2,0.164,-4.79,0.133,137.822,4,0.254,89,"ohio hip hop,pop rap",pop rap,38,0,0
739,Paris,The Chainsmokers,2017,15vzANxN8G9wWfwAJLLMCg,0.0243,0.646,221520,0.644,0.0,2,0.0888,-6.763,0.031,99.999,4,0.251,85,"dance pop,edm,electropop,pop,pop dance,tropical house",pop,36,0,0
740,Side To Side,Ariana Grande Featuring Nicki Minaj,2017,4pLwZjInHj3SimIyN9SnOz,0.0408,0.648,226160,0.738,0.0,6,0.292,-5.883,0.247,159.145,4,0.603,96,"pop,post-teen pop",pop,36,0,0
741,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,2017,5knuzwU65gJK7IF5yJsuaW,0.406,0.72,251088,0.763,0.0,9,0.18,-4.068,0.0523,101.965,4,0.742,82,"dance pop,edm,pop,pop dance,post-teen pop,tropical house,uk dance,uk funky",pop,36,0,0
742,Feel It Still,Portugal. The Man,2017,7FESgYLcOufHqKlwrvJN60,0.0406,0.78,163251,0.798,6.31e-05,1,0.0733,-5.151,0.0613,78.969,4,0.771,72,"indie rock,modern alternative rock,modern rock,rock",modern rock,34,0,0
743,Let Me Love You,DJ Snake Featuring Justin Bieber,2017,4pdPtRcBmOSQDlJ3Fk945m,0.0784,0.476,205947,0.718,1.02e-05,8,0.122,-5.309,0.0576,199.864,4,0.142,83,"dance pop,edm,electronic trap,pop,pop dance",pop,36,0,0
744,Sorry Not Sorry,Demi Lovato,2017,3m660poUr1chesgkkjQM7P,0.0214,0.704,203760,0.633,0.0,11,0.29,-6.923,0.241,144.021,4,0.863,89,"dance pop,pop,post-teen pop",pop,36,0,0
745,Bank Account,21 Savage,2017,2fQrGHiQOvpL9UgPvtYy6G,0.0151,0.884,220307,0.346,7.04e-06,8,0.0871,-8.228,0.351,75.016,4,0.376,88,"atl hip hop,rap,trap",rap,42,0,0
746,Can't Stop The Feeling!,Justin Timberlake,2017,6JV2JOEocMgcZxYSZelKcc,0.0123,0.667,236002,0.83,0.0,0,0.191,-5.715,0.0749,113.03,4,0.701,84,"dance pop,pop",pop,36,0,0
747,Mi Gente,J Balvin & Willy William Featuring Beyonce,2017,7fwXWKdDNI5IutOMc5OKYw,0.0249,0.705,209733,0.714,0.0,11,0.253,-6.39,0.0792,104.996,4,0.434,95,"latin,reggaeton,reggaeton colombiano,trap latino",latin,27,0,0
748,Thunder,Imagine Dragons,2017,0tKcYR2II1VCQWT79i5NrW,0.00683,0.6,187147,0.81,0.21,0,0.155,-4.749,0.0479,167.88,4,0.298,90,"modern rock,rock",modern rock,34,0,0
749,T-Shirt,Migos,2017,7KOlJ92bu51cltsD9KU5I7,0.242,0.865,242407,0.687,0.0,10,0.158,-3.744,0.217,139.023,4,0.486,83,"atl hip hop,hip hop,pop rap,rap,trap",pop rap,38,0,0
750,Rake It Up,Yo Gotti Featuring Nicki Minaj,2017,4knL4iPxPOZjQzTUlELGSY,0.022,0.91,276333,0.444,0.0,1,0.137,-8.126,0.344,149.953,4,0.53,75,"dirty south rap,gangster rap,hip hop,memphis hip hop,pop rap,rap,southern hip hop,tennessee hip hop,trap",pop rap,38,0,0
751,Mercy,Shawn Mendes,2017,0Zxswuv5xzIhxDnsKJLq82,0.118,0.561,208733,0.674,0.0,4,0.111,-4.882,0.0818,148.127,4,0.383,89,"canadian pop,pop,post-teen pop,viral pop",pop,36,0,0
752,Tunnel Vision,Kodak Black,2017,2BoS7pU92MQtynhQ0cZOLT,0.0576,0.497,268187,0.489,9.91e-05,11,0.122,-7.724,0.294,171.853,4,0.231,84,"florida rap,hip hop,melodic rap,miami hip hop,rap,southern hip hop,trap",rap,42,0,0
753,Rockstar,Post Malone Featuring 21 Savage,2017,7wGoVu4Dady5GV0Sv4UIsx,0.13,0.577,218320,0.522,9.03e-05,5,0.142,-6.594,0.0984,159.772,4,0.119,93,"dfw rap,melodic rap,rap",rap,42,0,0
754,In Case You Didn't Know,Brett Young,2017,10M2Ex445zw585Ducldzkw,0.386,0.607,224853,0.536,0.0,10,0.102,-7.306,0.0305,147.986,4,0.434,73,contemporary country,contemporary country,12,0,0
755,Heathens,twenty one pilots,2017,6i0V12jOa3mr6uu4WYhUBr,0.0841,0.732,195920,0.396,3.58e-05,4,0.105,-9.348,0.0286,90.024,4,0.548,87,"modern rock,rock",modern rock,34,0,0
